AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A712292,Peanut,2015-09-21 12:18:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A690953,Mickey,2014-11-04 15:14:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Black/Tan
A664565,,2013-10-05 14:17:00,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby
A696391,Maverick,2015-02-04 12:16:00,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A686878,,2014-08-28 14:06:00,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Black
A686232,,2014-08-23 16:33:00,Transfer,Partner,Dog,Intact Female,6 months,Carolina Dog Mix,Tan/White
A695397,Bailey,2015-01-19 18:30:00,Return_to_owner,,Cat,Spayed Female,3 years,Domestic Longhair Mix,Blue
A704493,,2015-06-05 16:04:00,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Plott Hound,Black Brindle/White
A714624,,2015-11-10 14:24:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue
A674571,Hannah,2014-03-24 13:27:00,Transfer,Partner,Dog,Spayed Female,2 months,Carolina Dog Mix,Red
A715012,,2015-10-31 10:12:00,Return_to_owner,,Dog,Intact Male,7 months,Miniature Schnauzer Mix,Black/Gray
A694217,Henry,2014-12-27 17:51:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A672821,Reg,2014-03-25 10:59:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A684367,Left Eye,2014-08-29 12:47:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A556804,Kathy,2014-01-05 16:10:00,Adoption,,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Black/White
A683875,,2014-07-16 15:00:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
A701305,,2015-04-27 14:35:00,Euthanasia,Suffering,Dog,Intact Female,1 year,Border Collie Mix,White/Black
A674023,Emma,2014-03-15 17:13:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Red/White
A659036,Red,2013-10-14 14:11:00,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Chocolate
A707164,,2015-09-12 17:23:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Silver Tabby/White
A705283,,2015-06-16 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,White
A664281,,2013-10-02 23:53:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A705687,Sam,2015-06-24 12:23:00,Return_to_owner,,Dog,Neutered Male,7 years,Lhasa Apso Mix,White/Tan
A703916,Molly,2015-06-06 13:06:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A685141,,2014-08-04 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A640790,Morena,2014-02-20 17:28:00,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A669579,Kitten,2014-06-20 13:27:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Blue
A714041,Annie,2016-01-27 13:42:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A709317,,2015-08-11 00:00:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A714705,,2015-10-27 12:19:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Medium Hair Mix,Black/Black Tabby
A701336,,2015-04-30 14:43:00,Transfer,Partner,Dog,Intact Female,1 year,Cairn Terrier Mix,Tan/Brown
A720557,Sandi,2016-02-16 14:19:00,Adoption,,Cat,Spayed Female,4 years,Domestic Longhair Mix,White
A680288,,2014-06-06 12:31:00,Transfer,Partner,Dog,Intact Male,4 years,Manchester Terrier Mix,Black/Tan
A719215,Cari̱o,2016-01-25 14:09:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A677046,,2014-04-18 17:22:00,Euthanasia,Aggressive,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A712757,Sandy,2015-11-18 18:19:00,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Calico
A708836,,2015-11-11 13:47:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A693346,Milo,2014-12-09 18:22:00,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Brown
A664428,,2013-10-03 15:32:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A702554,,2015-06-30 07:20:00,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd Mix,Brown Merle/White
A704559,,2015-06-06 12:56:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A719011,Socks,2016-02-01 19:20:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
A690934,,2014-10-28 18:02:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A683209,Tilly,2014-07-30 13:46:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A714707,Bruce Wayne,2015-11-13 09:58:00,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Black/White
A680985,Onyx,2014-07-03 17:43:00,Adoption,,Cat,Spayed Female,2 months,Manx Mix,Black
A702945,,2015-05-19 14:59:00,Euthanasia,Suffering,Cat,Unknown,2 days,Domestic Shorthair Mix,Black/White
A703793,,2015-06-08 12:07:00,Died,In Kennel,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/Gray
A719466,Raymond,2016-01-20 16:20:00,Return_to_owner,,Dog,Neutered Male,3 years,Australian Kelpie Mix,Blue
A683153,Mariah,2014-07-18 15:02:00,Transfer,Partner,Cat,Intact Female,2 years,Domestic Longhair Mix,Torbie
A673530,Cece,2015-11-11 14:09:00,Adoption,Foster,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tan/Tan
A688996,Gibson,2014-10-21 16:21:00,Return_to_owner,,Dog,Neutered Male,2 years,Golden Retriever Mix,Red
A684870,,2014-07-29 19:11:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A672155,Lil Baby,2014-04-06 17:26:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A713047,,2015-10-06 17:10:00,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A674800,,2014-03-22 13:08:00,Transfer,Partner,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black/White
A711683,Squeaky,2015-10-11 14:07:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A693381,Mia,2014-12-20 15:27:00,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
A693240,Rocky,2015-09-11 18:09:00,Return_to_owner,,Dog,Neutered Male,6 years,German Shepherd Mix,Black
A670195,,2014-01-03 14:49:00,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White
A697914,,2015-03-03 17:08:00,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Black/White
A704724,,2015-06-08 16:27:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A678986,,2014-05-15 12:19:00,Transfer,SCRP,Cat,Intact Female,4 years,Domestic Shorthair Mix,Tortie
A665685,,2013-10-22 14:58:00,Euthanasia,Suffering,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Buff
A695637,,2015-02-21 06:54:00,Adoption,Foster,Dog,Neutered Male,1 month,English Coonhound/Border Collie,Red/White
A717911,Charlotte,2015-12-26 12:58:00,Transfer,Partner,Dog,Spayed Female,2 months,Chesa Bay Retr Mix,Chocolate
A704668,,2015-06-07 19:44:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A710795,Jasmin,2015-11-13 19:45:00,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Brown Tabby/White
A674157,Dobby,2014-07-23 19:00:00,Adoption,Foster,Dog,Neutered Male,9 months,Plott Hound/Labrador Retriever,Black/Brown Brindle
A673245,Brownie,2014-03-03 16:02:00,Euthanasia,Aggressive,Dog,Spayed Female,3 years,Pit Bull Mix,Brown/Black
A685314,Mia,2014-08-14 16:45:00,Transfer,Partner,Dog,Spayed Female,4 years,Bull Terrier Mix,White/Black
A663693,Zorro,2013-10-02 17:40:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A704191,Quint,2015-07-12 17:28:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby/White
A677549,,2014-04-26 15:31:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Blue Tabby/White
A690672,,2014-10-25 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Longhair Mix,Brown Tabby
A713254,Denny,2016-02-02 13:19:00,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A663921,Collins,2013-10-11 12:01:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/German Shepherd,Black
A682673,Moogi,2014-07-02 11:12:00,Transfer,Partner,Dog,Intact Male,3 years,Golden Retriever Mix,Red
A676558,,2014-04-11 18:00:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A706542,,2015-07-01 09:00:00,Transfer,SCRP,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Orange Tabby/White
A708968,Sadie,2015-08-05 18:51:00,Return_to_owner,,Dog,Spayed Female,1 year,Boston Terrier Mix,Black/White
A684348,,2014-07-22 15:54:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A690452,Barney,2014-10-27 14:01:00,Transfer,Partner,Dog,Neutered Male,6 months,Border Collie Mix,White/Black
A698771,Lina,2015-03-24 16:32:00,Adoption,,Dog,Spayed Female,3 months,American Bulldog/Schnauzer Giant,White/Black
A690732,Scout,2015-01-28 17:39:00,Adoption,,Dog,Neutered Male,7 years,Dogo Argentino/Labrador Retriever,White/Brown
A697217,Copperfield,2015-02-20 12:06:00,Return_to_owner,,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Brown/White
A685629,Tango,2014-08-10 15:50:00,Return_to_owner,,Dog,Neutered Male,1 year,Boston Terrier Mix,Brown Brindle/White
A700106,Mr.Gray,2015-04-20 14:08:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
A691223,,2014-11-01 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A669943,,2014-01-04 18:47:00,Adoption,,Dog,Neutered Male,8 months,German Shepherd,Black/Tan
A697609,Coda,2015-03-01 17:09:00,Return_to_owner,,Dog,Neutered Male,4 years,Siberian Husky,Gray/White
A710737,Digger,2015-08-28 15:57:00,Return_to_owner,,Dog,Intact Male,10 years,Queensland Heeler Mix,Blue Tick/Brown
A708631,Abby,2015-08-03 11:33:00,Transfer,Partner,Dog,Intact Female,4 months,Labrador Retriever Mix,Black/White
A702953,,2015-05-27 13:03:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black
A689909,Bashful,2014-10-19 12:52:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A697015,Balthasar,2015-02-25 15:44:00,Adoption,,Dog,Neutered Male,1 year,Miniature Schnauzer Mix,Black/White
A717881,,2015-12-22 11:59:00,Return_to_owner,,Dog,Intact Female,2 months,Dachshund Wirehair Mix,Brown
A670972,Zimm,2014-06-24 18:31:00,Return_to_owner,,Dog,Neutered Male,11 years,Rat Terrier Mix,Black/White
A702979,Jackson,2015-07-03 13:04:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A699111,Biggie Small,2015-05-23 13:57:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A704180,Thor,2015-12-31 13:32:00,Transfer,Partner,Dog,Neutered Male,9 months,Chow Chow/Pit Bull,Cream
A694448,,2014-12-29 10:55:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A718484,Yuki,2016-01-05 18:13:00,Adoption,,Cat,Neutered Male,5 years,Domestic Longhair Mix,White
A680739,Stewart,2014-08-07 13:38:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A677163,Beau,2014-04-25 11:42:00,Return_to_owner,,Dog,Neutered Male,2 years,Dachshund Wirehair Mix,Black/Brown
A625782,Tracie,2014-04-22 14:13:00,Adoption,Foster,Dog,Spayed Female,5 years,Labrador Retriever Mix,Red/White
A693561,Luna,2014-12-17 18:29:00,Return_to_owner,,Dog,Intact Female,7 months,German Shepherd Mix,Black/Tan
A648775,Daisy,2014-11-25 14:02:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A666790,Forest,2013-12-20 18:31:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A697639,Meatball,2015-03-01 14:43:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A711696,Bandit,2015-09-11 18:14:00,Return_to_owner,,Dog,Intact Male,3 years,Beagle Mix,Tricolor
A677036,Bentley,2014-04-24 17:25:00,Adoption,,Dog,Neutered Male,11 months,Miniature Schnauzer Mix,Black
A698511,Chico,2015-03-13 14:13:00,Return_to_owner,,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,White/Red
A691793,Cash,2014-12-17 16:48:00,Return_to_owner,,Dog,Neutered Male,4 years,German Shepherd/Great Dane,Sable/Tan
A585692,Harley,2014-12-04 16:38:00,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A680242,Darwen,2014-06-19 19:09:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A681351,Callie,2014-06-15 13:36:00,Transfer,Partner,Dog,Intact Female,4 months,Pit Bull Mix,Brown/White
A675362,,2014-03-29 19:29:00,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,Cream
A680006,Hercules,2014-06-02 14:04:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Longhair Mix,Blue
A676013,Osiris,2014-04-18 14:09:00,Adoption,,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Cream Tabby
A704996,Marisol,2015-06-30 14:52:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A670637,,2014-01-13 17:15:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Longhair Mix,Silver Tabby
A680143,,2014-05-31 11:21:00,Transfer,Partner,Dog,Intact Male,2 days,Labrador Retriever Mix,Black/White
A687738,,2014-09-10 09:00:00,Transfer,SCRP,Cat,Spayed Female,2 years,Manx Mix,Tortie
A710322,Leu,2015-10-09 15:26:00,Transfer,Partner,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby
A687496,,2014-09-05 15:16:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black/White
A684655,Artemis,2014-07-28 16:32:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Orange Tabby
A695574,Moo Moo,2015-01-21 17:34:00,Return_to_owner,,Dog,Intact Female,3 years,Shih Tzu Mix,Tricolor
A662489,Toffee,2014-01-22 18:08:00,Adoption,Offsite,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Chocolate/Black Smoke
A676623,Zane,2014-05-30 16:57:00,Adoption,Foster,Dog,Neutered Male,2 months,English Pointer Mix,Black/White
A699973,,2015-04-09 11:40:00,Transfer,Partner,Dog,Spayed Female,6 months,Miniature Schnauzer/Miniature Poodle,Black
A694931,Sweetie,2015-01-11 14:12:00,Adoption,,Dog,Spayed Female,7 years,Australian Shepherd Mix,Red Merle/White
A701653,Jada,2015-05-31 18:24:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A688022,Chewy,2014-09-16 14:59:00,Return_to_owner,,Dog,Intact Male,8 months,Australian Kelpie Mix,Brown/White
A664068,,2013-10-09 13:14:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue Tabby
A688136,Jellybean,2014-12-06 13:39:00,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,White/Brown
A669723,Chloe,2013-12-31 15:27:00,Transfer,Partner,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Calico
A678021,,2014-05-02 18:19:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A666518,,2013-11-07 12:53:00,Transfer,Partner,Dog,Spayed Female,3 months,American Pit Bull Terrier Mix,Brown/White
A666328,,2013-11-10 18:33:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A621641,Queen,2014-06-14 11:54:00,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Black
A672987,,2014-02-18 19:14:00,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Lynx Point
A695433,,2015-01-16 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A717159,Bradley,2016-01-10 14:53:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A700815,,2015-04-20 13:54:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Longhair Mix,Black/White
A686398,,2014-08-21 15:37:00,Transfer,Partner,Dog,Intact Male,1 month,Plott Hound Mix,Black/Brown Brindle
A689342,Harley,2014-10-08 18:05:00,Euthanasia,Suffering,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A710024,,2015-08-20 18:35:00,Adoption,,Dog,Neutered Male,2 months,Weimaraner/Pit Bull,Fawn/White
A720701,,2016-02-16 10:16:00,Transfer,SCRP,Cat,Intact Male,,Domestic Shorthair Mix,Blue Tabby/White
A515347,Snowball,2015-10-06 11:18:00,Return_to_owner,,Dog,Neutered Male,14 years,Pekingese Mix,White
A709416,Sampson,2015-08-27 15:47:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby/White
A713264,King,2015-10-06 15:30:00,Return_to_owner,,Dog,Intact Male,7 months,Rottweiler,Black/Brown
A677301,,2014-04-23 13:42:00,Euthanasia,Suffering,Cat,Intact Male,4 years,Domestic Medium Hair Mix,Orange Tabby
A663841,Devereaux,2013-10-21 17:01:00,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico Point
A677481,,2014-04-27 12:25:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A693174,Sally,2014-12-28 18:24:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie/White
A690384,,2014-10-19 17:40:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A698961,Watson,2015-06-02 09:59:00,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A682447,,2014-06-28 12:14:00,Euthanasia,Suffering,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico
A668474,,2013-12-04 14:38:00,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Cream Tabby/White
A699902,Wellington,2015-07-19 15:56:00,Adoption,,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Orange Tabby/White
A687870,Lucky,2014-09-15 18:36:00,Return_to_owner,,Dog,Neutered Male,2 years,Basset Hound/English Pointer,Chocolate/White
A668441,,2013-12-05 15:26:00,Euthanasia,Aggressive,Dog,Intact Female,7 months,Labrador Retriever Mix,Tan/White
A672599,Maggie,2014-02-19 18:31:00,Adoption,,Dog,Spayed Female,6 months,Vizsla/Golden Retriever,Red/White
A689813,Pamela,2014-10-24 14:45:00,Transfer,Partner,Cat,Spayed Female,12 years,Domestic Longhair Mix,White
A671743,Day,2014-01-30 16:58:00,Return_to_owner,,Dog,Intact Male,2 months,Pit Bull Mix,Brown/White
A682592,Maddie,2014-07-12 15:14:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A704830,,2015-09-01 14:12:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Brown Tabby
A717331,,2015-12-11 17:41:00,Adoption,,Dog,Neutered Male,4 months,Labrador Retriever Mix,Red/White
A664184,,2013-10-10 18:44:00,Died,In Kennel,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A702447,,2015-05-14 11:57:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White
A678128,Amber,2014-07-13 18:37:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A720526,Hazel,2016-02-13 15:43:00,Adoption,,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White
A692404,Coco,2014-11-23 09:09:00,Return_to_owner,,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Black/White
A710166,Melody,2015-11-04 10:37:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A702494,Trey,2015-06-17 13:55:00,Transfer,Partner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Red
A718102,Piper,2016-01-02 18:10:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A710027,Buster,2015-08-21 15:18:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Black/White
A686372,Tea-Tee,2014-08-26 18:52:00,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,White/Tan
A678470,,2014-05-10 12:43:00,Transfer,SCRP,Cat,Intact Male,7 months,Domestic Shorthair Mix,Black
A664378,Raisin,2013-10-06 12:01:00,Return_to_owner,,Dog,Intact Male,2 years,Chinese Sharpei,Brown
A716840,Buddy,2015-11-27 12:31:00,Return_to_owner,,Dog,Neutered Male,1 year,Border Collie,Black/Tan
A694195,Scooby,2015-05-10 16:28:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black
A689097,,2014-10-04 19:15:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A687721,Minnie,2014-09-13 18:06:00,Adoption,,Dog,Spayed Female,2 months,Dachshund Longhair Mix,Tan
A683436,Lilly,2015-08-22 12:15:00,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A701911,Princess,2015-05-15 11:37:00,Transfer,Partner,Dog,Spayed Female,5 months,Great Pyrenees Mix,White
A699653,Hazel,2015-04-04 17:57:00,Adoption,,Dog,Spayed Female,1 year,Beagle/Dachshund,White/Brown
A712602,Zeus,2015-10-15 15:22:00,Transfer,Partner,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Tan/White
A707097,Lily,2015-07-10 08:03:00,Euthanasia,Rabies Risk,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/White
A706609,Griffin,2015-07-29 18:30:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Shepherd Mix,Red/Black
A632706,Chanel,2015-04-26 11:29:00,Return_to_owner,,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Tan/Black
A713119,,2015-10-04 15:03:00,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown/Black Tabby
A718971,Tyson,2016-01-10 15:14:00,Return_to_owner,,Dog,Neutered Male,13 years,Yorkshire Terrier Mix,Tricolor
A705830,,2015-06-21 18:03:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Black/White
A687916,Nash,2014-10-25 17:37:00,Adoption,,Dog,Neutered Male,2 years,American Bulldog/Labrador Retriever,White/Brown
A712617,Liberty,2015-10-11 18:22:00,Adoption,,Dog,Spayed Female,12 years,Chihuahua Shorthair Mix,Black
A675363,,2014-03-29 19:28:00,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,Cream
A689974,Avalanche,2014-10-13 17:04:00,Return_to_owner,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Yellow
A704627,Jimmy,2015-07-08 09:01:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,White/Blue
A682178,,2014-06-27 11:15:00,Return_to_owner,,Dog,Neutered Male,6 years,Chesa Bay Retr Mix,Chocolate
A705741,,2015-06-20 17:43:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie
A708389,,2015-08-04 18:38:00,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever/Border Collie,Black/White
